date,product_name,category,brand,quantity_sold,price_per_quantity,total_price
2024-03-29,HeinzKetchup,Ketchup,Heinz,6,75.31,451.86
2024-03-17,SakthiVegMasala,VegMasala,Sakthi,73,52.33,3820.0899999999997
2024-03-20,TideDetergent,Detergent,Tide,37,46.49,1720.13
2024-03-31,SunflowerOil,Oil,Sunflower,28,30.85,863.8000000000001
2024-03-13,ParrysSugar,Sugar,Parrys,13,48.46,629.98
2024-03-08,HeinzKetchup,Ketchup,Heinz,38,62.58,2378.04
2024-03-14,DelMontePasta,Pasta,DelMonte,64,20.54,1314.56
2024-03-27,NescafeCoffee,Coffee,Nescafe,29,66.68,1933.7200000000003
2024-03-30,DettolSanitizer,Sanitizer,Dettol,16,15.82,253.12
2024-03-20,BambinoPasta,Pasta,Bambino,43,18.79,807.9699999999999
2024-03-14,WhikasCatFood,CatFood,Whikas,41,86.09,3529.69
2024-03-09,IndiaGateRice,Rice,IndiaGate,1,48.3,48.3
2024-03-22,ChocosBreakfast,Breakfast,Chocos,21,10.72,225.12
2024-03-30,LittleHeartsBiscuit,Biscuit,LittleHearts,71,55.51,3941.21
2024-03-27,AmulChocolate,Chocolate,Amul,56,35.14,1967.8400000000001
2024-03-24,SunflowerOil,Oil,Sunflower,85,98.46,8369.1
2024-03-27,IndiaGateRice,Rice,IndiaGate,35,80.56,2819.6
2024-03-10,HamamSanitizer,Sanitizer,Hamam,93,41.73,3880.89
2024-03-01,MTRVegMasala,VegMasala,MTR,72,14.49,1043.28
2024-03-22,3RosesTea,Tea,3Roses,82,26.84,2200.88
2024-03-29,SurfExcelDetergent,Detergent,SurfExcel,74,71.14,5264.36
2024-03-10,PatanjaliRice,Rice,Patanjali,50,89.17,4458.5
2024-03-25,DailyCrunchAlmonds,Almonds,DailyCrunch,91,79.82,7263.619999999999
2024-03-11,EasternChickenMasala,ChickenMasala,Eastern,73,17.72,1293.56
2024-03-31,OreoBiscuit,Biscuit,Oreo,24,20.73,497.52
2024-03-12,LiptonTea,Tea,Lipton,26,82.9,2155.4
2024-03-27,CountryBeanCoffee,Coffee,CountryBean,99,40.67,4026.3300000000004
2024-03-24,NutrichoiceBiscuit,Biscuit,Nutrichoice,16,34.23,547.68
2024-03-24,MTRVegMasala,VegMasala,MTR,83,60.92,5056.360000000001
2024-03-12,MaggieNoodles,Noodles,Maggie,78,74.57,5816.459999999999
2024-03-13,MindfulAlmonds,Almonds,Mindful,52,88.28,4590.56
2024-03-31,HoneyBaeSugar,Sugar,HoneyBae,61,67.27,4103.469999999999
2024-03-04,CadburyChocolate,Chocolate,Cadbury,45,16.68,750.6
2024-03-29,ActIIPopcornMix,PopcornMix,ActII,27,76.88,2075.7599999999998
2024-03-22,SurfExcelDetergent,Detergent,SurfExcel,16,83.15,1330.4
2024-03-05,FortuneOil,Oil,Fortune,100,29.63,2963.0
2024-03-06,Head&ShouldersShampoo,Shampoo,Head&Shoulders,61,27.05,1650.05
2024-03-22,OatsBreakfast,Breakfast,Oats,4,21.78,87.12
2024-03-15,MindfulAlmonds,Almonds,Mindful,22,85.55,1882.1
2024-03-25,CadburyChocolate,Chocolate,Cadbury,31,48.14,1492.34
2024-03-16,CranberryWalnuts,Walnuts,Cranberry,86,17.37,1493.8200000000002
2024-03-09,NutrichoiceBiscuit,Biscuit,Nutrichoice,12,45.48,545.76
2024-03-29,FelineFeastCatFood,CatFood,FelineFeast,65,62.48,4061.2
2024-03-02,MaggieNoodles,Noodles,Maggie,88,63.54,5591.5199999999995
2024-03-24,CadburyChocolate,Chocolate,Cadbury,23,91.56,2105.88
2024-03-23,TataSalt,Salt,Tata,79,92.5,7307.5
2024-03-06,Head&ShouldersShampoo,Shampoo,Head&Shoulders,24,85.7,2056.8
2024-03-06,ChocosBreakfast,Breakfast,Chocos,15,92.35,1385.25
2024-03-25,DettolSanitizer,Sanitizer,Dettol,84,26.49,2225.16
2024-03-18,PatanjaliRice,Rice,Patanjali,23,41.46,953.58
2024-03-12,MaggieNoodles,Noodles,Maggie,34,28.32,962.88
2024-03-16,OhmsKetchup,Ketchup,Ohms,89,78.47,6983.83
2024-03-06,MindfulAlmonds,Almonds,Mindful,82,27.17,2227.94
2024-03-06,MadhurSugar,Sugar,Madhur,34,90.71,3084.14
2024-03-03,VedakaPasta,Pasta,Vedaka,85,68.84,5851.400000000001
2024-03-05,NutrichoiceBiscuit,Biscuit,Nutrichoice,22,41.77,918.94
2024-03-09,BrazilNutsAlmonds,Almonds,BrazilNuts,46,66.12,3041.5200000000004
2024-03-13,CranberryWalnuts,Walnuts,Cranberry,64,37.78,2417.92
2024-03-08,TideDetergent,Detergent,Tide,41,78.07,3200.87
2024-03-08,VedakaPasta,Pasta,Vedaka,47,68.89,3237.83
2024-03-03,OhmsKetchup,Ketchup,Ohms,28,43.42,1215.76
2024-03-26,HamamSanitizer,Sanitizer,Hamam,15,16.69,250.35000000000002
2024-03-19,DettolSanitizer,Sanitizer,Dettol,26,15.47,402.22
2024-03-26,FortuneOil,Oil,Fortune,52,45.37,2359.24
2024-03-15,AmulChocolate,Chocolate,Amul,21,46.44,975.24
2024-03-27,SakthiVegMasala,VegMasala,Sakthi,25,75.08,1877.0
2024-03-02,LittleHeartsBiscuit,Biscuit,LittleHearts,69,26.48,1827.1200000000001
2024-03-02,KellogsBreakfast,Breakfast,Kellogs,15,12.55,188.25
2024-03-04,NutrichoiceBiscuit,Biscuit,Nutrichoice,15,94.23,1413.45
2024-03-12,LifeBuoySanitizer,Sanitizer,LifeBuoy,58,81.85,4747.299999999999
2024-03-14,PurinaPawCatFood,CatFood,PurinaPaw,3,27.36,82.08
2024-03-04,KimiaDates,Dates,Kimia,88,89.66,7890.08
2024-03-14,NutrigrainFlour,Flour,Nutrigrain,43,91.07,3916.0099999999998
2024-03-09,AachiVegMasala,VegMasala,Aachi,46,33.37,1535.02
2024-03-07,MdhChickenMasala,ChickenMasala,Mdh,100,30.96,3096.0
2024-03-15,DettolSanitizer,Sanitizer,Dettol,35,33.05,1156.75
2024-03-03,OatsBreakfast,Breakfast,Oats,51,36.6,1866.6000000000001
2024-03-28,FortuneOil,Oil,Fortune,11,23.7,260.7
2024-03-08,LifeBuoySanitizer,Sanitizer,LifeBuoy,10,75.73,757.3000000000001
2024-03-20,KnorrNoodles,Noodles,Knorr,77,42.73,3290.2099999999996
2024-03-01,PatanjaliRice,Rice,Patanjali,89,47.94,4266.66
2024-03-28,RamenNoodles,Noodles,Ramen,25,45.24,1131.0
2024-03-05,AmulChocolate,Chocolate,Amul,60,18.71,1122.6000000000001
2024-03-05,KellogsBreakfast,Breakfast,Kellogs,92,37.37,3438.04
2024-03-16,SaffolaOil,Oil,Saffola,3,68.62,205.86
2024-03-09,NescafeCoffee,Coffee,Nescafe,98,34.35,3366.3
2024-03-25,PatanjaliFlour,Flour,Patanjali,29,23.01,667.2900000000001
2024-03-27,WhikasCatFood,CatFood,Whikas,49,87.07,4266.429999999999
2024-03-06,FelineFeastCatFood,CatFood,FelineFeast,78,38.68,3017.04
2024-03-30,FelineFeastCatFood,CatFood,FelineFeast,81,96.03,7778.43
2024-03-18,LifeBuoySanitizer,Sanitizer,LifeBuoy,69,26.5,1828.5
2024-03-31,CadburyChocolate,Chocolate,Cadbury,88,11.3,994.4000000000001
2024-03-16,SunflowerOil,Oil,Sunflower,79,97.24,7681.96
2024-03-29,3RosesTea,Tea,3Roses,60,51.91,3114.6
2024-03-10,EverestChickenMasala,ChickenMasala,Everest,12,75.98,911.76
2024-03-01,EverestChickenMasala,ChickenMasala,Everest,28,11.64,325.92
2024-03-19,CranberryWalnuts,Walnuts,Cranberry,78,81.56,6361.68
2024-03-28,PopiePopcornMix,PopcornMix,Popie,47,58.5,2749.5
2024-03-29,HeinzKetchup,Ketchup,Heinz,81,79.02,6400.62
2024-03-28,TataSalt,Salt,Tata,75,61.16,4587.0
2024-03-26,SurfExcelDetergent,Detergent,SurfExcel,81,12.14,983.34
2024-03-19,KimiaDates,Dates,Kimia,61,77.53,4729.33
2024-03-04,DelMontePasta,Pasta,DelMonte,37,49.58,1834.46
2024-03-15,LifeBuoySanitizer,Sanitizer,LifeBuoy,44,64.52,2838.8799999999997
2024-03-11,OhmsKetchup,Ketchup,Ohms,45,43.62,1962.8999999999999
2024-03-20,ContinentalCoffee,Coffee,Continental,22,56.21,1236.6200000000001
2024-03-07,TataSalt,Salt,Tata,67,39.22,2627.74
2024-03-23,PatanjaliRice,Rice,Patanjali,65,90.77,5900.05
2024-03-31,BambinoPasta,Pasta,Bambino,71,51.97,3689.87
2024-03-26,AachiVegMasala,VegMasala,Aachi,79,35.99,2843.21
2024-03-03,HamamSanitizer,Sanitizer,Hamam,7,74.91,524.37
2024-03-13,CranberryWalnuts,Walnuts,Cranberry,96,96.02,9217.92
2024-03-04,TideDetergent,Detergent,Tide,11,77.13,848.43
2024-03-26,NutrichoiceBiscuit,Biscuit,Nutrichoice,95,22.18,2107.1
2024-03-22,SaffolaOil,Oil,Saffola,3,42.02,126.06
2024-03-05,PatanjaliRice,Rice,Patanjali,80,73.98,5918.400000000001
2024-03-07,FelineFeastCatFood,CatFood,FelineFeast,27,10.12,273.23999999999995
2024-03-05,CountryBeanCoffee,Coffee,CountryBean,51,42.34,2159.34
2024-03-04,LiptonTea,Tea,Lipton,5,71.23,356.15000000000003
2024-03-18,MaggieNoodles,Noodles,Maggie,85,25.2,2142.0
2024-03-12,PatanjaliRice,Rice,Patanjali,56,82.86,4640.16
2024-03-27,3RosesTea,Tea,3Roses,75,16.21,1215.75
2024-03-02,KhidriDates,Dates,Khidri,8,28.97,231.76
2024-03-05,AmulChocolate,Chocolate,Amul,4,17.16,68.64
2024-03-25,TideDetergent,Detergent,Tide,79,43.61,3445.19
2024-03-25,PatanjaliSalt,Salt,Patanjali,75,41.05,3078.75
2024-03-22,EasternChickenMasala,ChickenMasala,Eastern,57,17.41,992.37
2024-03-01,PurinaPawCatFood,CatFood,PurinaPaw,44,84.07,3699.08
2024-03-29,NescafeCoffee,Coffee,Nescafe,84,67.39,5660.76
2024-03-10,NescafeCoffee,Coffee,Nescafe,99,45.86,4540.14
2024-03-02,OatsBreakfast,Breakfast,Oats,61,44.66,2724.2599999999998
2024-03-27,HamamSanitizer,Sanitizer,Hamam,57,23.21,1322.97
2024-03-27,ParrysSugar,Sugar,Parrys,2,38.48,76.96
2024-03-03,PatanjaliSalt,Salt,Patanjali,73,28.3,2065.9
2024-03-21,MadhurSugar,Sugar,Madhur,2,78.99,157.98
2024-03-05,ActIIPopcornMix,PopcornMix,ActII,1,51.34,51.34
2024-03-31,KimiaDates,Dates,Kimia,14,40.28,563.9200000000001
2024-03-04,AmulChocolate,Chocolate,Amul,56,88.59,4961.04
2024-03-24,SunflowerOil,Oil,Sunflower,89,95.14,8467.460000000001
2024-03-08,PurinaPawCatFood,CatFood,PurinaPaw,24,84.37,2024.88
2024-03-24,SunsilkShampoo,Shampoo,Sunsilk,51,99.13,5055.63
2024-03-22,NescafeCoffee,Coffee,Nescafe,82,11.51,943.8199999999999
2024-03-10,MdhChickenMasala,ChickenMasala,Mdh,53,84.64,4485.92
2024-03-21,SakthiVegMasala,VegMasala,Sakthi,94,20.28,1906.3200000000002
2024-03-06,SakthiVegMasala,VegMasala,Sakthi,67,20.96,1404.3200000000002
2024-03-28,AjwaDates,Dates,Ajwa,8,18.58,148.64
2024-03-28,SaffolaOil,Oil,Saffola,93,40.05,3724.6499999999996
2024-03-27,CountryBeanCoffee,Coffee,CountryBean,21,19.23,403.83
2024-03-28,ContinentalCoffee,Coffee,Continental,27,71.08,1919.1599999999999
2024-03-07,OatsBreakfast,Breakfast,Oats,19,39.13,743.47
2024-03-24,PatanjaliFlour,Flour,Patanjali,6,69.81,418.86
2024-03-24,FelineFeastCatFood,CatFood,FelineFeast,5,68.0,340.0
2024-03-27,ChocosBreakfast,Breakfast,Chocos,53,41.25,2186.25
2024-03-17,AmulChocolate,Chocolate,Amul,9,87.09,783.8100000000001
2024-03-13,MTRVegMasala,VegMasala,MTR,92,26.76,2461.92
2024-03-25,OhmsKetchup,Ketchup,Ohms,32,67.13,2148.16
2024-03-21,AashirvadSalt,Salt,Aashirvad,49,62.19,3047.31
2024-03-05,MdhChickenMasala,ChickenMasala,Mdh,60,90.63,5437.799999999999
2024-03-17,DoveShampoo,Shampoo,Dove,42,92.65,3891.3
2024-03-18,HamamSanitizer,Sanitizer,Hamam,79,73.3,5790.7
2024-03-14,MdhChickenMasala,ChickenMasala,Mdh,60,13.39,803.4000000000001
2024-03-13,EasternChickenMasala,ChickenMasala,Eastern,98,44.73,4383.54
2024-03-14,TideDetergent,Detergent,Tide,86,56.73,4878.78
2024-03-14,FortuneOil,Oil,Fortune,47,77.77,3655.1899999999996
2024-03-09,SakthiVegMasala,VegMasala,Sakthi,76,94.94,7215.44
2024-03-17,NutrichoiceBiscuit,Biscuit,Nutrichoice,56,30.62,1714.72
2024-03-22,LagomWalnuts,Walnuts,Lagom,89,21.48,1911.72
2024-03-28,EasternChickenMasala,ChickenMasala,Eastern,92,89.58,8241.36
2024-03-04,AjwaDates,Dates,Ajwa,5,38.68,193.4
2024-03-27,ChocosBreakfast,Breakfast,Chocos,29,42.26,1225.54
2024-03-16,SunsilkShampoo,Shampoo,Sunsilk,35,98.54,3448.9
2024-03-10,HamamSanitizer,Sanitizer,Hamam,38,59.17,2248.46
2024-03-10,AjwaDates,Dates,Ajwa,100,87.59,8759.0
2024-03-26,RinDetergent,Detergent,Rin,59,16.36,965.24
2024-03-21,SunsilkShampoo,Shampoo,Sunsilk,16,59.48,951.68
2024-03-06,EasternChickenMasala,ChickenMasala,Eastern,42,81.67,3430.14
2024-03-17,KimiaDates,Dates,Kimia,51,82.79,4222.29
2024-03-17,PopcornMix,PopcornMix,,88,72.19,6352.719999999999
2024-03-15,CountryBeanCoffee,Coffee,CountryBean,72,25.29,1820.8799999999999
2024-03-30,AmulChocolate,Chocolate,Amul,17,39.2,666.4000000000001
2024-03-23,BambinoPasta,Pasta,Bambino,85,87.29,7419.650000000001
2024-03-06,WhikasCatFood,CatFood,Whikas,46,42.74,1966.0400000000002
2024-03-17,ChocosBreakfast,Breakfast,Chocos,85,86.83,7380.55
2024-03-27,TideDetergent,Detergent,Tide,49,74.96,3673.0399999999995
2024-03-22,OatsBreakfast,Breakfast,Oats,3,91.68,275.04
2024-03-26,FarmelyWalnuts,Walnuts,Farmely,99,40.13,3972.8700000000003
2024-03-02,NescafeCoffee,Coffee,Nescafe,87,41.27,3590.4900000000002
2024-03-03,BambinoPasta,Pasta,Bambino,43,47.83,2056.69
2024-03-19,BasmatiRice,Rice,Basmati,8,73.16,585.28
2024-03-17,AshirvadFlour,Flour,Ashirvad,51,93.42,4764.42
2024-03-24,FelineFeastCatFood,CatFood,FelineFeast,73,87.26,6369.9800000000005
2024-03-07,AshirvadFlour,Flour,Ashirvad,81,93.82,7599.419999999999
2024-03-22,OhmsKetchup,Ketchup,Ohms,65,33.74,2193.1
2024-03-21,AjwaDates,Dates,Ajwa,88,57.75,5082.0
2024-03-12,SaffolaOil,Oil,Saffola,43,33.75,1451.25
2024-03-09,FelineFeastCatFood,CatFood,FelineFeast,63,57.31,3610.53
2024-03-18,OhmsKetchup,Ketchup,Ohms,18,32.5,585.0
2024-03-29,BasmatiRice,Rice,Basmati,11,71.7,788.7
2024-03-02,OhmsKetchup,Ketchup,Ohms,16,98.49,1575.84
2024-03-14,SunflowerOil,Oil,Sunflower,20,29.48,589.6
2024-03-04,FarmelyWalnuts,Walnuts,Farmely,58,37.81,2192.98
2024-03-03,BasmatiRice,Rice,Basmati,22,83.66,1840.52
2024-03-07,Head&ShouldersShampoo,Shampoo,Head&Shoulders,5,70.36,351.8
2024-03-12,TideDetergent,Detergent,Tide,53,33.61,1781.33
2024-03-01,DoveShampoo,Shampoo,Dove,92,50.36,4633.12
2024-03-31,OreoBiscuit,Biscuit,Oreo,12,53.59,643.08
2024-03-26,OatsBreakfast,Breakfast,Oats,46,32.34,1487.64
2024-03-19,PatanjaliFlour,Flour,Patanjali,57,57.85,3297.4500000000003
2024-03-13,BasmatiRice,Rice,Basmati,6,35.07,210.42000000000002
2024-03-26,DailyCrunchAlmonds,Almonds,DailyCrunch,29,59.42,1723.18
2024-03-04,SakthiVegMasala,VegMasala,Sakthi,7,76.04,532.2800000000001
2024-03-18,DoveShampoo,Shampoo,Dove,57,70.98,4045.86
2024-03-20,DailyCrunchAlmonds,Almonds,DailyCrunch,9,26.69,240.21
2024-03-30,PopiePopcornMix,PopcornMix,Popie,30,53.84,1615.2
2024-03-22,KimiaDates,Dates,Kimia,58,74.4,4315.200000000001
2024-03-21,PatanjaliFlour,Flour,Patanjali,40,90.15,3606.0
2024-03-25,DoveShampoo,Shampoo,Dove,99,22.67,2244.3300000000004
2024-03-01,FelineFeastCatFood,CatFood,FelineFeast,97,51.96,5040.12
2024-03-09,SunsilkShampoo,Shampoo,Sunsilk,61,80.78,4927.58
2024-03-06,BambinoPasta,Pasta,Bambino,52,96.59,5022.68
2024-03-29,KellogsBreakfast,Breakfast,Kellogs,1,57.5,57.5
2024-03-12,OatsBreakfast,Breakfast,Oats,99,33.75,3341.25
2024-03-09,AmulChocolate,Chocolate,Amul,5,82.17,410.85
2024-03-25,AshirvadFlour,Flour,Ashirvad,74,79.68,5896.320000000001
2024-03-26,OatsBreakfast,Breakfast,Oats,93,40.84,3798.1200000000003
2024-03-07,SurfExcelDetergent,Detergent,SurfExcel,18,51.68,930.24
2024-03-02,HersheyChocolate,Chocolate,Hershey,10,18.28,182.8
2024-03-30,SurfExcelDetergent,Detergent,SurfExcel,32,19.42,621.44
2024-03-06,PatanjaliFlour,Flour,Patanjali,33,44.5,1468.5
2024-03-12,3RosesTea,Tea,3Roses,61,22.26,1357.8600000000001
2024-03-20,CountryBeanCoffee,Coffee,CountryBean,21,91.79,1927.5900000000001
2024-03-17,DoveShampoo,Shampoo,Dove,1,52.43,52.43
2024-03-23,LifeBuoySanitizer,Sanitizer,LifeBuoy,77,96.94,7464.38
2024-03-26,PatanjaliRice,Rice,Patanjali,14,18.61,260.53999999999996
2024-03-12,PatanjaliSalt,Salt,Patanjali,17,39.96,679.32
2024-03-20,3RosesTea,Tea,3Roses,51,52.25,2664.75
2024-03-11,FelineFeastCatFood,CatFood,FelineFeast,27,73.12,1974.2400000000002
2024-03-30,DailyCrunchAlmonds,Almonds,DailyCrunch,41,57.49,2357.09
2024-03-27,PatanjaliRice,Rice,Patanjali,95,20.89,1984.55
2024-03-25,LiptonTea,Tea,Lipton,64,60.83,3893.12
2024-03-29,PopcornMix,PopcornMix,,53,53.45,2832.8500000000004
2024-03-09,MadhurSugar,Sugar,Madhur,49,55.98,2743.02
2024-03-08,CountryBeanCoffee,Coffee,CountryBean,51,27.87,1421.3700000000001
2024-03-17,TajMahalTea,Tea,TajMahal,6,75.33,451.98
2024-03-31,EverestChickenMasala,ChickenMasala,Everest,63,63.66,4010.58
2024-03-05,PopiePopcornMix,PopcornMix,Popie,45,71.83,3232.35
2024-03-25,WhikasCatFood,CatFood,Whikas,58,14.56,844.48
2024-03-18,HeinzKetchup,Ketchup,Heinz,65,90.24,5865.599999999999
2024-03-15,KissanKetchup,Ketchup,Kissan,49,17.55,859.95
2024-03-04,MTRVegMasala,VegMasala,MTR,35,91.99,3219.6499999999996
2024-03-12,MadhurSugar,Sugar,Madhur,71,94.84,6733.64
2024-03-31,MindfulAlmonds,Almonds,Mindful,17,21.21,360.57
2024-03-12,DelMontePasta,Pasta,DelMonte,38,43.25,1643.5
2024-03-15,NutrichoiceBiscuit,Biscuit,Nutrichoice,87,42.24,3674.88
2024-03-21,NutrichoiceBiscuit,Biscuit,Nutrichoice,1,67.6,67.6
2024-03-20,KellogsBreakfast,Breakfast,Kellogs,5,51.38,256.90000000000003
2024-03-14,LittleHeartsBiscuit,Biscuit,LittleHearts,30,41.62,1248.6
2024-03-29,SaffolaOil,Oil,Saffola,90,57.81,5202.900000000001
2024-03-08,MdhChickenMasala,ChickenMasala,Mdh,4,40.18,160.72
2024-03-07,KissanKetchup,Ketchup,Kissan,27,89.06,2404.62
2024-03-11,AshirvadFlour,Flour,Ashirvad,95,39.49,3751.55
2024-03-24,Head&ShouldersShampoo,Shampoo,Head&Shoulders,22,88.06,1937.3200000000002
2024-03-13,MaggieNoodles,Noodles,Maggie,97,96.8,9389.6
2024-03-03,PurinaPawCatFood,CatFood,PurinaPaw,100,12.19,1219.0
2024-03-28,FortuneOil,Oil,Fortune,12,29.03,348.36
2024-03-04,CountryBeanCoffee,Coffee,CountryBean,88,27.49,2419.12
2024-03-31,TideDetergent,Detergent,Tide,92,85.09,7828.280000000001
2024-03-04,PatanjaliRice,Rice,Patanjali,96,49.95,4795.200000000001
2024-03-03,HoneyBaeSugar,Sugar,HoneyBae,20,96.88,1937.6
2024-03-28,CadburyChocolate,Chocolate,Cadbury,29,50.84,1474.3600000000001
2024-03-16,MTRVegMasala,VegMasala,MTR,49,38.73,1897.7699999999998
2024-03-29,PatanjaliRice,Rice,Patanjali,19,59.05,1121.95
2024-03-10,HamamSanitizer,Sanitizer,Hamam,17,20.44,347.48
2024-03-05,NescafeCoffee,Coffee,Nescafe,76,43.88,3334.88
2024-03-12,TataSalt,Salt,Tata,38,67.44,2562.72
2024-03-07,FelineFeastCatFood,CatFood,FelineFeast,53,44.55,2361.1499999999996
2024-03-08,NutrigrainFlour,Flour,Nutrigrain,8,64.76,518.08
2024-03-29,PurinaPawCatFood,CatFood,PurinaPaw,70,38.5,2695.0
2024-03-27,MaggieNoodles,Noodles,Maggie,73,75.93,5542.89
2024-03-25,NutrichoiceBiscuit,Biscuit,Nutrichoice,43,16.34,702.62
2024-03-27,AashirvadSalt,Salt,Aashirvad,57,65.91,3756.87
2024-03-04,ParrysSugar,Sugar,Parrys,16,95.39,1526.24
2024-03-24,IndiaGateRice,Rice,IndiaGate,59,10.9,643.1
2024-03-10,AashirvadSalt,Salt,Aashirvad,15,87.14,1307.1
2024-03-08,WhikasCatFood,CatFood,Whikas,6,16.2,97.19999999999999
2024-03-07,DelMontePasta,Pasta,DelMonte,46,28.16,1295.36
2024-03-08,ParrysSugar,Sugar,Parrys,77,54.63,4206.51
2024-03-06,BrazilNutsAlmonds,Almonds,BrazilNuts,12,27.26,327.12
2024-03-11,ParrysSugar,Sugar,Parrys,65,90.43,5877.950000000001
2024-03-04,KissanKetchup,Ketchup,Kissan,44,36.87,1622.28
2024-03-28,FelineFeastCatFood,CatFood,FelineFeast,85,23.98,2038.3
2024-03-22,BrazilNutsAlmonds,Almonds,BrazilNuts,27,29.55,797.85
2024-03-11,HoneyBaeSugar,Sugar,HoneyBae,23,27.6,634.8000000000001
2024-03-11,PurinaPawCatFood,CatFood,PurinaPaw,52,89.42,4649.84
2024-03-13,ChocosBreakfast,Breakfast,Chocos,59,15.61,920.99
2024-03-27,AmulChocolate,Chocolate,Amul,34,95.89,3260.26
2024-03-21,SunflowerOil,Oil,Sunflower,45,79.62,3582.9
2024-03-18,HoneyBaeSugar,Sugar,HoneyBae,91,61.02,5552.820000000001
2024-03-09,AachiVegMasala,VegMasala,Aachi,35,77.42,2709.7000000000003
2024-03-02,ParrysSugar,Sugar,Parrys,13,21.58,280.53999999999996
2024-03-09,AshirvadFlour,Flour,Ashirvad,97,25.89,2511.33
2024-03-05,HoneyBaeSugar,Sugar,HoneyBae,40,59.6,2384.0
2024-03-25,BasmatiRice,Rice,Basmati,59,86.42,5098.78
2024-03-13,Head&ShouldersShampoo,Shampoo,Head&Shoulders,42,33.5,1407.0
2024-03-09,KnorrNoodles,Noodles,Knorr,87,41.12,3577.4399999999996
2024-03-25,DelMontePasta,Pasta,DelMonte,62,49.76,3085.12
2024-03-03,LiptonTea,Tea,Lipton,95,43.48,4130.599999999999
2024-03-04,KimiaDates,Dates,Kimia,62,82.19,5095.78
2024-03-13,TajMahalTea,Tea,TajMahal,17,95.56,1624.52
2024-03-04,KimiaDates,Dates,Kimia,78,73.67,5746.26
2024-03-22,SakthiVegMasala,VegMasala,Sakthi,33,27.21,897.9300000000001
2024-03-26,PatanjaliRice,Rice,Patanjali,47,48.7,2288.9
2024-03-18,PurinaPawCatFood,CatFood,PurinaPaw,1,88.75,88.75
2024-03-05,MadhurSugar,Sugar,Madhur,84,72.74,6110.16
2024-03-18,RinDetergent,Detergent,Rin,41,51.88,2127.08
2024-03-21,AjwaDates,Dates,Ajwa,45,32.56,1465.2
2024-03-07,FortuneOil,Oil,Fortune,31,10.06,311.86
2024-03-29,DoveShampoo,Shampoo,Dove,67,55.86,3742.62
2024-03-08,FarmelyWalnuts,Walnuts,Farmely,56,24.96,1397.76
2024-03-19,EasternChickenMasala,ChickenMasala,Eastern,28,50.12,1403.36
2024-03-01,CadburyChocolate,Chocolate,Cadbury,98,48.64,4766.72
2024-03-03,AmulChocolate,Chocolate,Amul,52,24.32,1264.64
2024-03-25,HersheyChocolate,Chocolate,Hershey,90,84.09,7568.1
2024-03-05,SaffolaOil,Oil,Saffola,86,75.67,6507.62
2024-03-30,FelineFeastCatFood,CatFood,FelineFeast,34,85.03,2891.02
2024-03-26,SunsilkShampoo,Shampoo,Sunsilk,11,61.12,672.3199999999999
2024-03-12,SunflowerOil,Oil,Sunflower,88,19.75,1738.0
2024-03-19,BasmatiRice,Rice,Basmati,18,81.92,1474.56
2024-03-19,ParrysSugar,Sugar,Parrys,46,14.75,678.5
2024-03-24,NutrichoiceBiscuit,Biscuit,Nutrichoice,60,13.58,814.8
2024-03-09,AmulChocolate,Chocolate,Amul,4,68.69,274.76
2024-03-14,AmulChocolate,Chocolate,Amul,74,84.85,6278.9
2024-03-12,PopcornMix,PopcornMix,,31,81.01,2511.31
2024-03-16,BrazilNutsAlmonds,Almonds,BrazilNuts,9,41.52,373.68
2024-03-11,RinDetergent,Detergent,Rin,91,22.08,2009.2799999999997
2024-03-03,OhmsKetchup,Ketchup,Ohms,9,23.1,207.9
2024-03-17,DoveShampoo,Shampoo,Dove,31,19.23,596.13
2024-03-21,OhmsKetchup,Ketchup,Ohms,25,65.37,1634.25
2024-03-23,ChocosBreakfast,Breakfast,Chocos,12,55.94,671.28
2024-03-09,MTRVegMasala,VegMasala,MTR,30,57.9,1737.0
2024-03-04,CountryBeanCoffee,Coffee,CountryBean,27,42.02,1134.5400000000002
2024-03-15,ChocosBreakfast,Breakfast,Chocos,93,49.31,4585.83
2024-03-07,IndiaGateRice,Rice,IndiaGate,37,31.57,1168.09
2024-03-24,SakthiVegMasala,VegMasala,Sakthi,65,88.62,5760.3
2024-03-13,OatsBreakfast,Breakfast,Oats,68,41.27,2806.36
2024-03-30,MaggieNoodles,Noodles,Maggie,27,39.82,1075.14
2024-03-12,FelineFeastCatFood,CatFood,FelineFeast,12,43.76,525.12
2024-03-26,SunsilkShampoo,Shampoo,Sunsilk,3,73.03,219.09
2024-03-07,MTRVegMasala,VegMasala,MTR,12,18.05,216.60000000000002
2024-03-27,LagomWalnuts,Walnuts,Lagom,54,74.55,4025.7
2024-03-23,PatanjaliFlour,Flour,Patanjali,51,21.76,1109.76
2024-03-05,SunflowerOil,Oil,Sunflower,87,62.21,5412.27
2024-03-17,MindfulAlmonds,Almonds,Mindful,53,73.15,3876.9500000000003
2024-03-26,KimiaDates,Dates,Kimia,94,47.01,4418.94
2024-03-31,FarmelyWalnuts,Walnuts,Farmely,77,54.9,4227.3
2024-03-28,EasternChickenMasala,ChickenMasala,Eastern,83,23.04,1912.32
2024-03-07,HoneyBaeSugar,Sugar,HoneyBae,59,13.0,767.0
2024-03-23,OatsBreakfast,Breakfast,Oats,44,73.57,3237.08
2024-03-28,ContinentalCoffee,Coffee,Continental,41,99.93,4097.13
